address,category,claimed_status,first_review,health_rating,id,info,last_review,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,url,website,working_hours
"358 W Ontario St Ste 1-A Chicago, IL 60654 Near North Side, River North",Mexican,Claimed,2009-02-28,,557_zocalo,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'No'}, {'Parking': 'Valet, Street'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual, Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",2016-02-23,41.893229,-87.63806,Zocalo,"Near North Side, River North",1,(312) 302-9977,$11-30,3.5,"[{5: 113}, {4: 255}, {3: 125}, {2: 79}, {1: 27}]",599.0,,http://www.zocalochicago.com/,[]
"3535 N Clark St Chicago, IL 60657 b/t Eddy St & Cornelia Ave Lakeview","Gastropubs,American (Traditional)",Claimed,2005-07-13,,143_goose-island-wrigleyville,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-02-22,41.946489,-87.655503,Goose Island Wrigleyville,Lakeview,1,(773) 832-9040,$11-30,3.5,"[{5: 65}, {4: 165}, {3: 135}, {2: 52}, {1: 20}]",437.0,https://www.yelp.com/biz/goose-island-wrigleyville-chicago,http://www.gooseislandbrewpubs.com/,[]
"2601 W Diversey Ave Chicago, IL 60647 b/t Talman Ave & Rockwell St Logan Square",Breweries,,2014-07-12,,3_ale-syndicate,[{'Take-out': 'No'}],2016-02-21,41.931994,-87.6933,Ale Syndicate,Logan Square,1,(773) 340-2337,Moderate,4.5,"[{5: 1}, {4: 1}, {3: 0}, {2: 0}, {1: 0}]",2.0,https://www.yelp.com/biz/ale-syndicate-chicago,http://www.alesyndicate.com,[]
"59 W Hubbard St Chicago, IL 60610 b/t Clark St & Dearborn St Near North Side",French,Claimed,2005-07-29,,77_brasserie-jo,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}]",2016-02-18,41.889886,-87.630264,Brasserie JO,Near North Side,1,(312) 595-0800,$31-60,3.5,"[{5: 43}, {4: 72}, {3: 39}, {2: 18}, {1: 6}]",178.0,https://www.yelp.com/biz/brasserie-jo-chicago,http://www.brasseriejo.com,[]
"401 N Morgan St Chicago, IL 60642 West Loop, Near West Side, West Town",Venues & Event Spaces,Claimed,2015-02-10,,76_the-brass-monkey,"[{'Accepts Credit Cards': 'Yes'}, {'Wheelchair Accessible': 'Yes'}]",2016-02-11,41.88942,-87.651752,The Brass Monkey,"West Loop, Near West Side, West Town",1,(312) 763-3316,,3.5,"[{5: 37}, {4: 17}, {3: 21}, {2: 15}, {1: 6}]",96.0,https://www.yelp.com/biz/the-brass-monkey-chicago,http://brassmonkeychicago.com/,[]
"1307 S Wabash Ave Chicago, IL 60605 b/t 13th St & 14th St Near Southside","Mexican,Latin American",Claimed,2005-08-15,,550_zapatista,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-02-06,41.865437,-87.625198,Zapatista,Near Southside,1,(312) 435-1307,$11-30,3.0,"[{5: 89}, {4: 259}, {3: 170}, {2: 124}, {1: 78}]",720.0,https://www.yelp.com/biz/zapatista-chicago,http://www.zapatistarestaurant.com,[]
"5600 N Ashland Ave Chicago, IL 60660 b/t Olive Ave & Bryn Mawr Ave Andersonville, Edgewater","Dive Bars,American (Traditional)",Claimed,2005-11-28,,145_edgewater-lounge,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Divey'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",2016-02-04,41.983584,-87.670158,Edgewater Lounge,"Andersonville, Edgewater",1,(773) 878-3343,$11-30,4.0,"[{5: 63}, {4: 115}, {3: 25}, {2: 14}, {1: 14}]",231.0,https://www.yelp.com/biz/edgewater-lounge-chicago,,[]
"951 W Fulton Market Chicago, IL 60607 Fulton Market, West Loop, Near West Side",American (New),Claimed,2011-02-14,,263_ing-restaurant,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet, Street'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}]",2016-02-02,41.886641,-87.651838,iNG Restaurant,"Fulton Market, West Loop, Near West Side",1,(855) 834-6464,Above $61,4.0,"[{5: 99}, {4: 64}, {3: 37}, {2: 23}, {1: 14}]",237.0,,http://ingrestaurant.com/,[]
"695 N Milwaukee Ave Chicago, IL 60642 River West, Noble Square, West Town","American (Traditional),Seafood",Claimed,2014-08-07,,32_cys-king-crab-oyster-bar-and-grill,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Valet, Street, Private Lot'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Dogs Allowed': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'Yes'}]",2016-01-31,41.894444,-87.65204,Cy’s King Crab Oyster Bar & Grill,"River West, Noble Square, West Town",1,(312) 280-8990,$31-60,2.5,"[{5: 20}, {4: 11}, {3: 16}, {2: 22}, {1: 31}]",100.0,https://www.yelp.com/biz/cys-king-crab-oyster-bar-and-grill-chicago,http://www.kingcrabchicago.com,[]
"1330 W Morse Ave Chicago, IL 60626 b/t Wayne Ave & Glenwood Ave Rogers Park","American (New),Gastropubs",Claimed,2010-05-22,,2_act-one-pub,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-01-29,42.00804,-87.665113,Act One Pub,Rogers Park,1,(773) 381-4554,$11-30,3.5,"[{5: 37}, {4: 47}, {3: 24}, {2: 14}, {1: 7}]",129.0,https://www.yelp.com/biz/act-one-pub-chicago,,[]
"465 E Illinois St Chicago, IL 60611 b/t Mcclurg Ct & Peshtigo Ct Near North Side","Bars,Seafood,American (New)",Claimed,2011-07-18,,92_quay,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet'}, {'Bike Parking': 'No'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",2016-01-26,41.89094,-87.615522,Quay,Near North Side,1,(312) 981-8400,$11-30,3.0,"[{5: 24}, {4: 60}, {3: 45}, {2: 41}, {1: 28}]",198.0,https://www.yelp.com/biz/quay-chicago,http://quaychicago.com/,[]
"10 E Delaware Pl Chicago, IL 60611 b/t Wabash Ave & State St Near North Side",Mexican,Claimed,2015-03-22,,72_mercadito-kitchen,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Brunch'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'Yes'}]",2016-01-25,41.899341,-87.627933,Mercadito Kitchen,Near North Side,1,(312) 640-8141,$11-30,4.0,"[{5: 18}, {4: 14}, {3: 10}, {2: 5}, {1: 2}]",49.0,https://www.yelp.com/biz/mercadito-kitchen-chicago,http://mercaditokitchen.com/,[]
"3938 N Central Ave Chicago, IL 60634 b/t Dakin St & Irving Park Rd Portage Park",American (New),Claimed,2010-06-19,,136_the-portage,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street, Private Lot'}, {'Bike Parking': 'No'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",2016-01-17,41.95248,-87.767321,The Portage,Portage Park,1,(773) 853-0779,$11-30,4.0,"[{5: 169}, {4: 131}, {3: 36}, {2: 21}, {1: 4}]",361.0,https://www.yelp.com/biz/the-portage-chicago,http://www.theportagechicago.com,[]
"4618 N Lincoln Ave Chicago, IL 60625 b/t Eastwood Ave & Wilson Ave Ravenswood, Lincoln Square",Italian,Claimed,2006-02-15,,300_la-bocca-della-verita,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}]",2016-01-16,41.965429,-87.686594,La Bocca Della Verita,"Ravenswood, Lincoln Square",1,(773) 784-6222,$11-30,3.5,"[{5: 44}, {4: 63}, {3: 36}, {2: 35}, {1: 18}]",196.0,https://www.yelp.com/biz/la-bocca-della-verita-chicago,http://www.laboccachicago.com/,[]
"2109 S Wabash Ave Chicago, IL 60616 b/t Cermak Rd & 21st St Near Southside","Dance Clubs,Lounges,Performing Arts",Claimed,2009-05-30,,108_the-shrine,"[{'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'No'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Very Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Has TV': 'Yes'}]",2016-01-03,41.853926,-87.625128,The Shrine,Near Southside,1,(312) 753-5700,Moderate,3.0,"[{5: 25}, {4: 27}, {3: 26}, {2: 16}, {1: 36}]",130.0,https://www.yelp.com/biz/the-shrine-chicago,http://theshrinechicago.com,[]
"1204 N State Pkwy Chicago, IL 60610 b/t Division St & Scott St Near North Side","American (Traditional),Sports Bars",Claimed,2005-09-30,,417_p-j-clarkes,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Garage, Street, Validated'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",2016-01-03,41.904174,-87.629069,P J Clarke’s,Near North Side,1,(312) 465-2044,$11-30,3.5,"[{5: 31}, {4: 39}, {3: 44}, {2: 18}, {1: 11}]",143.0,,http://www.pjclarkes-chicago.com,[]
"3358 N Southport Ave Chicago, IL 60657 b/t Roscoe St & Henderson St Lakeview","Sports Bars,American (New)",Claimed,2005-07-08,,58_justins,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",2016-01-01,41.943221,-87.664088,Justin’s,Lakeview,1,(773) 929-4844,$11-30,3.0,"[{5: 23}, {4: 50}, {3: 60}, {2: 24}, {1: 31}]",188.0,https://www.yelp.com/biz/justins-chicago,http://www.justinsbar.com/,[]
"3747 N Southport Ave Chicago, IL 60613 b/t Waveland Ave & Grace St Lakeview","American (New),Breakfast & Brunch,Sandwiches",Claimed,2005-11-14,,168_deleece,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2015-12-27,41.950340999999995,-87.663733,Deleece,Lakeview,1,(773) 325-1710,$11-30,3.5,"[{5: 96}, {4: 192}, {3: 93}, {2: 76}, {1: 49}]",506.0,https://www.yelp.com/biz/deleece-chicago,http://deleece.com,[]
"3131 N Central Ave Chicago, IL 60634 b/t Barry Ave & Belmont Ave Cragin","Pizza,Italian,Sandwiches",Claimed,2010-05-25,,66_mamma-mia-restaurant,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Garage, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2015-12-25,41.937754,-87.766316,Mamma Mia Restaurant,Cragin,1,(773) 777-3663,Under $10,3.5,"[{5: 22}, {4: 7}, {3: 6}, {2: 3}, {1: 12}]",50.0,https://www.yelp.com/biz/mamma-mia-restaurant-chicago,http://mmchicagopizza.com,[]
"1576 N Milwaukee Ave Chicago, IL 60622 b/t Damen Ave & North Ave West Town, Wicker Park",Donuts,,2012-05-18,,124_glazed-and-infused-doughnuts,"[{'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}]",2015-12-20,41.910018,-87.677199,Glazed & Infused Doughnuts,"West Town, Wicker Park",1,(312) 226-5556,Moderate,4.0,"[{5: 68}, {4: 78}, {3: 34}, {2: 19}, {1: 8}]",207.0,,http://www.goglazed.com/,[]
"1500 W Division St Chicago, IL 60622 b/t Bosworth Ave & Greenview Ave Noble Square, West Town",Restaurants,,2005-08-25,,247_hillarys-urban-eatery,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}]",2015-12-14,41.903676000000004,-87.66516999999999,Hillary’s Urban Eatery,"Noble Square, West Town",1,(773) 235-4327,Under $10,4.5,"[{5: 13}, {4: 9}, {3: 3}, {2: 0}, {1: 1}]",26.0,,,[]
"3420 W Grace St Chicago, IL 60618 b/t Kimball Ave & Elston Ave Irving Park","Music Venues,American (Traditional),Irish",Claimed,2005-07-12,,6_abbey-pub,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2015-12-14,41.950386,-87.713678,Abbey Pub & Restaurant,Irving Park,1,(773) 478-4408,$11-30,3.0,"[{5: 31}, {4: 75}, {3: 45}, {2: 24}, {1: 37}]",212.0,https://www.yelp.com/biz/abbey-pub-chicago,http://www.abbeypub.com,[]
"1700 W Division St Chicago, IL 60622 b/t Paulina St & Hermitage Ave West Town, Wicker Park","Southern,Cocktail Bars",Claimed,2012-09-18,,117_carriage-house,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",2015-12-12,41.903569,-87.670585,Carriage House,"West Town, Wicker Park",1,(773) 384-9700,$11-30,4.0,"[{5: 181}, {4: 158}, {3: 85}, {2: 49}, {1: 19}]",492.0,https://www.yelp.com/biz/carriage-house-chicago,,[]
"2211 N Clybourn Ave Chicago, IL 60614 b/t Webster Ave & Greenview Ave DePaul","Italian,Venues & Event Spaces",Claimed,2005-07-28,,115_filippos-ristorante,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Romantic'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",2015-12-12,41.922015,-87.66445999999999,Filippo’s Ristorante,DePaul,1,(773) 528-2211,$11-30,4.0,"[{5: 159}, {4: 89}, {3: 31}, {2: 14}, {1: 13}]",305.0,,,[]
"2855 W Fullerton Ave Chicago, IL 60647 b/t Milwaukee Ave & Francisco Ave Logan Square","German,Turkish,Fast Food",Claimed,2015-07-18,,164_das,"[{'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}]",2015-11-22,41.924535,-87.699511,Das Doner,Logan Square,1,(773) 276-0987,Under $10,3.0,"[{5: 2}, {4: 1}, {3: 4}, {2: 3}, {1: 0}]",10.0,https://www.yelp.com/biz/das-chicago,http://www.dasdoner.com,[]
"3301 N Clark St Chicago, IL 60657 b/t School St & Aldine Ave Lakeview","French,Italian",Claimed,2005-10-25,,478_socca,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet, Street'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual, Romantic, Classy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}]",2015-11-13,41.94195,-87.652056,Socca,Lakeview,1,(773) 248-1155,$31-60,4.0,"[{5: 92}, {4: 151}, {3: 47}, {2: 15}, {1: 9}]",314.0,https://www.yelp.com/biz/socca-chicago,http://www.soccachicago.com,[]
"1450 W Chicago Ave Chicago, IL 60642 Noble Square, West Town",Belgian,Claimed,2011-01-06,,319_leopold,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy, Classy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2015-11-11,41.896390000000004,-87.66441,Leopold,"Noble Square, West Town",1,(312) 348-1028,$31-60,4.0,"[{5: 72}, {4: 93}, {3: 25}, {2: 9}, {1: 3}]",202.0,https://www.yelp.com/biz/leopold-chicago,,[]
"1043 N California Ave Chicago, IL 60622 b/t Thomas St & Cortez St Humboldt Park, West Town","Polish,Food Trucks,American (New)",Claimed,2014-09-20,,421_polak-eatery,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'No'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Dogs Allowed': 'No'}, {'Waiter Service': 'No'}, {'Caters': 'Yes'}]",2015-11-11,41.90056,-87.696609,Pierogi Street,"Humboldt Park, West Town",1,(312) 675-8385,$11-30,4.5,"[{5: 27}, {4: 7}, {3: 3}, {2: 2}, {1: 1}]",40.0,https://www.yelp.com/biz/polak-eatery-chicago,http://eatpierogi.com,[]
"1576 N Milwaukee Ave Chicago, IL 60622 b/t Damen Ave & North Ave West Town, Wicker Park",Italian,Claimed,2005-09-19,,144_francescas-forno,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2015-11-07,41.910118,-87.677082,Francesca’s Forno,"West Town, Wicker Park",1,(773) 770-0184,$11-30,3.5,"[{5: 122}, {4: 251}, {3: 104}, {2: 61}, {1: 28}]",566.0,https://www.yelp.com/biz/francescas-forno-chicago,http://www.miafrancesca.com/restaurants/forno,[]
"200 N Columbus Dr Chicago, IL 60601 b/t Water St & Lower South Water The Loop","Bars,Sushi Bars",Claimed,2005-07-31,,27_aria,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet, Street, Private Lot, Validated'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Classy'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2015-11-01,41.886012,-87.620938,Aria,The Loop,1,(312) 444-9494,$31-60,3.0,"[{5: 45}, {4: 78}, {3: 68}, {2: 45}, {1: 31}]",267.0,https://www.yelp.com/biz/aria-chicago,http://www.ariachicago.com/,[]
"1352 W Taylor St Chicago, IL 60607 b/t Ada St & Loomis St University Village",Italian,,2006-08-20,,223_gennaros-restaurant,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",2015-10-25,41.869512,-87.661144,Gennaro’s Restaurant,University Village,1,(312) 243-1035,$11-30,3.5,"[{5: 9}, {4: 4}, {3: 4}, {2: 4}, {1: 2}]",23.0,,,[]
"871 N Rush St Chicago, IL 60686 Near North Side",Italian,,2005-11-02,,103_cafe-luciano,[],2015-10-15,41.898765000000004,-87.626551,Luciano’s on Rush,Near North Side,1,(312) 266-1414,,3.5,"[{5: 1}, {4: 3}, {3: 0}, {2: 0}, {1: 1}]",5.0,https://www.yelp.com/biz/cafe-luciano-chicago,,[]
